,AdapterTime,BidPx,AskPx
5639,2019-03-15 13:41:35.335808,1.13229,1.13236
5640,2019-03-15 13:41:35.407403,1.13229,1.13236
5641,2019-03-15 13:41:35.412328,1.13228,1.13235
5642,2019-03-15 13:41:35.417532,1.13229,1.13236
5643,2019-03-15 13:41:35.526551,1.13229,1.13236
5644,2019-03-15 13:41:35.535753,1.13229,1.13235
5645,2019-03-15 13:41:35.580779,1.13229,1.13236
5646,2019-03-15 13:41:35.635783,1.13229,1.13235
5647,2019-03-15 13:41:35.690764,1.13229,1.13236
5648,2019-03-15 13:41:36.553794,1.13229,1.13236
5649,2019-03-15 13:41:37.390844,1.13229,1.13236
5650,2019-03-15 13:41:37.420776,1.13229,1.13236
5651,2019-03-15 13:41:37.428324,1.13228,1.13235
5652,2019-03-15 13:41:37.501330,1.13228,1.13235
5653,2019-03-15 13:41:38.208484,1.13229,1.13236
5654,2019-03-15 13:41:38.214689,1.13229,1.13237
5655,2019-03-15 13:41:38.219818,1.13229,1.13237
5656,2019-03-15 13:41:38.226020,1.13229,1.13236
5657,2019-03-15 13:41:38.231185,1.13229,1.13236
5658,2019-03-15 13:41:38.305768,1.13229,1.13236
5659,2019-03-15 13:41:38.320791,1.13228,1.13235
5660,2019-03-15 13:41:38.325816,1.13228,1.13235
5661,2019-03-15 13:41:38.350620,1.13229,1.13236
5662,2019-03-15 13:41:38.430793,1.13228,1.13235
5663,2019-03-15 13:41:38.480794,1.13229,1.13236
5664,2019-03-15 13:41:38.530768,1.13229,1.13236
5665,2019-03-15 13:41:38.690811,1.13229,1.13236
5666,2019-03-15 13:41:38.945834,1.13229,1.13236
5667,2019-03-15 13:41:39.581232,1.13229,1.13236
5668,2019-03-15 13:41:39.587782,1.13229,1.13237
5669,2019-03-15 13:41:39.600314,1.13229,1.13236
5670,2019-03-15 13:41:39.605744,1.13229,1.13236
5671,2019-03-15 13:41:39.655830,1.13229,1.13236
5672,2019-03-15 13:41:39.760798,1.13228,1.13236
5673,2019-03-15 13:41:40.230789,1.13228,1.13235
5674,2019-03-15 13:41:40.301446,1.13228,1.13235
5675,2019-03-15 13:41:40.355774,1.13229,1.13236
5676,2019-03-15 13:41:40.893817,1.13229,1.13237
5677,2019-03-15 13:41:40.913043,1.13229,1.13236
5678,2019-03-15 13:41:40.917994,1.13229,1.13236
5679,2019-03-15 13:41:40.965765,1.13229,1.13236
5680,2019-03-15 13:41:40.993655,1.13229,1.13237
5681,2019-03-15 13:41:40.998634,1.13229,1.13236
5682,2019-03-15 13:41:41.003636,1.13228,1.13235
5683,2019-03-15 13:41:41.025661,1.13227,1.13234
5684,2019-03-15 13:41:41.035933,1.13229,1.13234
5685,2019-03-15 13:41:41.135805,1.13229,1.13234
5686,2019-03-15 13:41:41.160576,1.13229,1.13233
5687,2019-03-15 13:41:41.170395,1.13228,1.13233
